Sr_no,Cases,Education,Applicant_Income,Family_Income,Total_assets,Business_type,Credit,Loan_Amount,Loan_Amount_Term,Rating_Reviewportal,Daily_Sales,Competition,Rent_Wages,Size_Shop,Location,Supply,Total_Workers,No_customers,Freq_Supply_pay,Nature,Loan_Status
803,3,Graduate,674,5296,4,Yes,No,168,360,0,4,5,0,5,0,4,3,3,3,4,Y
804,0,Graduate,9328,0,5,No,No,188,180,1,3,0,5,0,5,3,1,4,1,1,Y
805,1,Not Graduate,4885,0,2,Yes,No,48,360,1,0,4,2,2,5,2,2,4,2,2,Y
806,1,Graduate,12000,0,3,Yes,No,164,360,3,3,3,3,1,1,3,6,0,5,1,N
807,1,Not Graduate,6033,0,1,Yes,No,160,360,1,3,1,0,0,2,1,1,5,3,1,N
808,2,Graduate,3858,0,3,No,No,76,360,2,2,5,0,1,0,1,4,2,5,1,Y
809,4,Graduate,4191,0,3,No,No,120,360,1,0,1,2,4,2,5,2,4,4,4,Y
810,2,Graduate,3125,2583,4,No,Yes,170,360,3,5,1,3,0,5,4,1,1,5,0,N
811,2,Graduate,8333,3750,0,No,Yes,187,360,0,0,2,3,4,3,4,6,5,3,3,Y
812,4,Not Graduate,1907,2365,5,No,No,120,,3,4,4,4,1,5,2,7,1,0,5,Y
813,0,Graduate,3416,2816,4,Yes,Yes,113,360,0,5,2,3,2,0,5,4,3,5,2,Y
814,0,Graduate,11000,0,0,No,Yes,83,360,4,0,1,2,0,2,1,2,1,2,4,N
815,2,Not Graduate,2600,2500,4,Yes,No,90,360,5,3,2,4,5,5,2,6,4,4,4,Y
816,3,Graduate,4923,0,0,Yes,Yes,166,360,4,1,2,4,0,5,3,2,5,0,0,Y
817,1,Not Graduate,3992,0,5,Yes,No,,180,4,3,4,4,2,5,1,2,3,0,5,N
818,4,Not Graduate,3500,1083,4,Yes,No,135,360,1,5,1,1,2,3,5,5,4,5,3,Y
819,4,Not Graduate,3917,0,1,Yes,No,124,360,4,4,1,2,1,2,4,1,3,1,4,Y
820,1,Not Graduate,4408,0,4,Yes,No,120,360,4,3,0,4,1,1,4,6,3,2,3,Y
821,3,Graduate,3244,0,2,No,Yes,80,360,5,3,4,3,5,2,5,7,5,0,4,Y
822,4,Not Graduate,3975,2531,4,No,No,55,360,0,2,5,3,5,0,0,5,0,3,5,Y
823,4,Graduate,2479,0,4,Yes,Yes,59,360,2,2,3,5,4,3,4,4,2,1,1,Y
824,0,Graduate,3418,0,4,No,No,127,360,5,0,1,4,3,0,4,1,2,2,0,N
825,4,Graduate,10000,0,0,No,No,214,360,2,1,5,0,0,3,2,2,2,5,4,N
826,2,Graduate,3430,1250,2,Yes,Yes,128,360,4,3,4,1,4,5,1,2,3,4,4,N
827,0,Graduate,7787,0,3,Yes,Yes,240,360,5,3,0,1,1,1,1,5,4,1,1,Y
828,1,Not Graduate,5703,0,4,Yes,No,130,360,0,3,5,2,0,5,4,6,4,0,4,Y
829,0,Graduate,3173,3021,1,No,No,137,360,0,0,4,2,0,4,4,3,2,0,3,Y
830,0,Not Graduate,3850,983,3,Yes,Yes,100,360,5,4,2,2,5,4,3,0,2,3,3,Y
831,4,Graduate,150,1800,4,Yes,Yes,135,360,2,5,1,2,5,3,1,2,4,0,3,N
832,2,Graduate,3727,1775,1,Yes,Yes,131,360,5,5,5,4,1,4,3,2,4,3,0,Y
833,2,Graduate,5000,0,4,Yes,Yes,72,360,1,5,0,0,0,0,3,0,2,0,4,N
834,4,Graduate,4283,2383,1,No,No,127,360,2,5,0,1,1,2,3,3,0,2,2,Y
835,4,Graduate,2221,0,5,Yes,Yes,60,360,5,0,0,0,1,1,1,6,2,4,2,N
836,3,Graduate,4009,1717,0,Yes,Yes,116,360,1,4,2,1,0,4,1,2,0,4,4,Y
837,0,Graduate,2971,2791,2,Yes,Yes,144,360,2,3,2,2,2,5,4,0,0,5,3,Y
838,2,Graduate,7578,1010,3,Yes,No,175,,4,0,1,4,2,2,4,1,5,0,2,Y
839,0,Graduate,6250,0,4,Yes,Yes,128,360,3,3,0,3,3,2,3,1,4,3,3,Y
840,0,Graduate,3250,0,1,Yes,Yes,170,360,2,5,0,2,0,2,2,4,2,2,0,N
841,1,Not Graduate,4735,0,2,Yes,Yes,138,360,1,4,5,0,0,4,2,5,3,5,4,N
842,1,Graduate,6250,1695,0,Yes,No,210,360,5,2,5,2,5,0,2,6,3,5,0,Y
843,3,Graduate,4758,0,3,Yes,Yes,158,480,3,2,4,2,2,1,4,2,1,4,0,Y
844,3,Graduate,6400,0,0,Yes,Yes,200,360,2,4,1,0,4,2,1,0,0,2,4,Y
845,3,Graduate,2491,2054,0,Yes,Yes,104,360,2,0,5,1,4,5,3,4,5,5,2,Y
846,3,Graduate,3716,0,3,No,No,42,180,3,3,3,0,2,4,5,0,1,1,2,Y
847,4,Not Graduate,3189,2598,4,No,No,120,,2,0,2,2,3,1,4,2,1,3,3,Y
848,2,Graduate,8333,0,1,Yes,Yes,280,360,4,3,0,3,4,3,1,0,5,0,0,Y
849,4,Graduate,3155,1779,1,No,Yes,140,360,0,0,5,2,2,0,4,5,2,3,0,Y
850,2,Graduate,5500,1260,3,Yes,Yes,170,360,3,0,1,0,5,5,1,6,2,5,0,Y
851,4,Graduate,5746,0,2,No,No,255,360,0,4,4,3,5,4,2,7,2,2,4,N
852,3,Graduate,3463,0,4,Yes,No,122,360,1,5,1,3,2,4,5,1,1,5,5,Y
853,2,Graduate,3812,0,2,Yes,No,112,360,3,3,5,3,2,4,1,5,3,2,5,Y
854,1,Graduate,3315,0,5,Yes,Yes,96,360,1,2,0,5,0,3,0,0,3,3,2,Y
855,2,Graduate,5819,5000,1,Yes,Yes,120,360,2,1,1,3,2,2,5,4,3,3,0,Y
856,4,Not Graduate,2510,1983,5,Yes,Yes,140,180,1,0,1,4,3,4,3,0,2,2,1,N
857,3,Graduate,2965,5701,2,No,Yes,155,60,0,2,4,2,0,2,2,4,3,0,4,Y
858,3,Graduate,6250,1300,2,Yes,Yes,108,360,3,3,0,1,1,0,3,7,4,4,3,Y
859,3,Not Graduate,3406,4417,2,No,No,123,360,3,3,0,4,0,0,0,1,4,0,5,Y
860,2,Graduate,6050,4333,3,Yes,Yes,120,180,3,4,1,0,5,2,2,0,2,1,0,N
861,2,Graduate,9703,0,2,No,Yes,112,360,4,1,3,2,2,4,4,2,3,0,4,Y
862,4,Not Graduate,6608,0,5,Yes,No,137,180,1,1,2,4,5,2,1,7,4,2,5,Y
863,2,Graduate,2882,1843,5,No,Yes,123,480,2,4,4,3,2,4,2,1,3,2,0,Y
864,2,Graduate,1809,1868,5,Yes,Yes,90,360,4,0,5,4,1,4,1,0,1,5,5,Y
865,4,Not Graduate,1668,3890,0,No,No,201,360,2,5,1,3,0,4,5,0,5,1,1,N
866,4,Graduate,3427,0,1,Yes,No,138,360,2,3,0,0,5,2,4,5,2,3,3,N
867,0,Not Graduate,2583,2167,1,Yes,Yes,104,360,2,5,0,0,5,4,5,1,2,2,2,Y
868,2,Not Graduate,2661,7101,4,No,No,279,180,0,3,5,1,2,2,3,7,4,4,4,Y
869,3,Graduate,16250,0,1,Yes,Yes,192,360,3,3,5,5,4,5,1,4,5,4,1,N
870,0,Graduate,3083,0,1,Yes,Yes,255,360,4,0,3,3,3,1,3,1,5,0,5,Y
871,0,Not Graduate,6045,0,1,Yes,Yes,115,360,5,3,1,3,0,3,4,4,1,5,3,N
872,4,Graduate,5250,0,4,No,Yes,94,360,0,2,5,0,1,1,5,0,2,5,2,N
873,0,Graduate,14683,2100,4,Yes,Yes,304,360,5,4,1,5,2,1,3,4,4,5,4,N
874,1,Not Graduate,4931,0,2,No,Yes,128,360,2,4,2,5,3,4,3,7,4,5,2,N
875,0,Graduate,6083,4250,0,No,No,330,360,2,5,1,5,1,3,1,4,4,2,1,Y
876,1,Graduate,2060,2209,1,Yes,No,134,360,0,5,0,3,1,1,3,1,1,1,5,Y
877,4,Graduate,3481,0,4,No,No,155,36,4,3,0,3,5,5,1,6,1,0,0,N
878,3,Graduate,7200,0,4,Yes,Yes,120,360,2,2,3,0,5,2,2,3,5,1,2,Y
879,0,Graduate,5166,0,1,Yes,No,128,360,3,0,2,5,1,2,4,1,4,0,4,Y
880,2,Graduate,4095,3447,3,Yes,Yes,151,360,5,1,4,2,5,3,1,7,4,1,1,Y
881,3,Graduate,4708,1387,0,Yes,Yes,150,360,0,1,4,5,4,5,2,7,1,1,3,Y
882,2,Graduate,4333,1811,3,No,No,160,360,0,2,1,5,2,5,5,2,0,0,5,Y
883,1,Graduate,3418,0,5,No,No,135,360,3,2,5,4,1,5,0,2,2,1,4,N
884,2,Graduate,2876,1560,0,Yes,Yes,90,360,1,3,1,4,5,1,4,1,1,5,0,Y
885,2,Graduate,3237,0,0,Yes,Yes,30,360,1,2,4,3,4,2,4,6,1,3,3,Y
886,1,Graduate,11146,0,4,Yes,No,136,360,1,4,5,0,2,4,0,3,3,2,4,Y
887,2,Graduate,2833,1857,4,No,No,126,360,3,0,5,5,3,4,3,3,3,0,2,Y
888,1,Graduate,2620,2223,1,No,No,150,360,2,0,5,2,1,2,0,2,3,0,1,Y
889,1,Graduate,3900,0,4,Yes,No,90,360,1,3,5,1,2,1,1,5,2,0,0,Y
890,1,Graduate,2750,1842,4,No,No,115,360,2,3,2,0,2,0,5,7,5,2,3,Y
891,1,Graduate,3993,3274,0,No,Yes,207,360,5,3,5,0,0,3,2,1,3,5,2,Y
892,1,Graduate,3103,1300,1,Yes,Yes,80,360,0,0,5,2,2,5,3,4,0,0,3,Y
893,2,Graduate,14583,0,4,No,Yes,436,360,4,3,2,3,3,1,4,6,1,2,2,Y
894,0,Not Graduate,4100,0,5,Yes,No,124,360,5,4,5,2,3,3,2,1,4,1,5,Y
895,2,Not Graduate,4053,2426,5,Yes,Yes,158,360,5,0,5,1,5,0,0,3,3,3,0,N
896,3,Graduate,3927,800,0,No,Yes,112,360,3,3,4,4,0,0,2,5,4,5,1,Y
897,4,Graduate,2301,985.7999878,4,Yes,No,78,180,3,2,3,2,3,4,1,7,3,0,2,Y
898,0,Graduate,1811,1666,1,Yes,Yes,54,360,1,4,3,4,5,2,3,2,2,4,1,Y
899,2,Graduate,20667,0,4,Yes,No,,360,4,0,5,1,3,4,5,3,3,4,5,N
900,1,Graduate,3158,3053,2,Yes,Yes,89,360,2,0,5,2,0,3,1,3,0,3,0,Y
901,2,Graduate,2600,1717,0,No,No,99,300,3,2,3,0,0,2,0,7,5,4,2,N
902,0,Graduate,3704,2000,5,Yes,No,120,360,2,5,1,4,1,5,4,5,4,0,5,Y
903,2,Graduate,4124,0,4,No,No,115,360,0,2,4,4,1,3,4,4,3,3,2,Y
904,4,Graduate,9508,0,5,No,No,187,360,0,0,3,2,3,5,2,3,1,5,3,Y
905,1,Graduate,3075,2416,1,Yes,Yes,139,360,5,5,3,2,3,0,3,4,0,1,1,Y
906,2,Graduate,4400,0,3,Yes,No,127,360,2,2,3,2,4,1,2,4,4,1,1,N
907,0,Graduate,3153,1560,3,No,No,134,360,3,1,0,0,0,4,1,6,3,2,0,Y
908,4,Graduate,5417,0,2,Yes,No,143,480,3,2,4,2,3,3,3,1,1,0,2,N
909,4,Graduate,2383,3334,0,No,No,172,360,1,4,5,0,4,0,2,3,0,3,2,Y
910,4,Graduate,4416,1250,2,No,Yes,110,360,4,1,3,0,3,1,1,1,4,5,1,Y
911,2,Graduate,6875,0,5,No,Yes,200,360,1,4,1,4,4,4,2,6,1,3,2,Y
912,1,Graduate,4666,0,1,Yes,Yes,135,360,1,5,5,3,5,5,3,3,2,2,2,Y
913,1,Graduate,5000,2541,1,No,Yes,151,480,0,0,2,1,3,5,5,5,5,1,3,N
914,1,Graduate,2014,2925,3,No,No,113,360,0,0,1,3,3,5,0,7,3,0,0,N
915,3,Not Graduate,1800,2934,1,Yes,Yes,93,360,4,1,2,1,4,3,2,0,2,0,2,N
916,2,Not Graduate,2875,1750,5,No,Yes,105,360,2,3,5,5,4,2,2,6,3,0,4,Y
917,2,Graduate,5000,0,5,Yes,Yes,132,360,3,3,3,1,2,2,1,5,3,5,1,Y
918,0,Graduate,1625,1803,0,No,No,96,360,4,5,4,2,5,5,0,1,4,1,1,Y
919,2,Graduate,4000,2500,2,No,No,140,360,2,1,5,3,5,2,4,1,0,2,4,Y
920,3,Not Graduate,2000,0,1,No,Yes,,360,1,1,2,3,1,1,0,4,5,0,0,N
921,4,Graduate,3762,1666,4,Yes,Yes,135,360,4,1,0,0,2,4,2,4,0,0,5,Y
922,3,Graduate,2400,1863,1,No,Yes,104,360,3,0,4,5,5,3,1,3,2,0,2,N
923,4,Graduate,20233,0,4,No,Yes,480,360,2,5,4,2,1,1,1,5,1,2,1,N
924,4,Not Graduate,7667,0,2,No,No,185,360,4,3,5,2,3,4,2,0,0,3,0,Y
925,1,Graduate,2917,0,4,No,Yes,84,360,4,4,2,5,5,3,5,7,4,3,0,Y
926,4,Not Graduate,2927,2405,0,Yes,Yes,111,360,4,4,4,0,2,5,2,2,2,0,5,Y
927,4,Graduate,2507,0,3,Yes,No,56,360,3,5,0,4,0,2,5,4,5,0,0,Y
928,0,Graduate,5746,0,0,Yes,No,144,84,5,1,2,1,4,5,3,7,2,5,5,Y
929,1,Graduate,2473,1843,4,Yes,Yes,159,360,5,2,0,1,5,1,5,7,2,4,5,N
930,2,Not Graduate,3399,1640,2,No,Yes,111,180,1,1,4,0,1,3,3,5,1,4,2,Y
931,0,Graduate,3717,0,3,Yes,Yes,120,360,2,1,3,5,1,5,2,2,1,0,5,Y
932,2,Graduate,2058,2134,0,Yes,No,88,360,0,3,2,1,2,5,0,1,2,2,5,Y
933,1,Graduate,3541,0,3,Yes,No,112,360,4,4,0,3,3,3,2,5,0,5,0,Y
934,0,Graduate,10000,0,5,Yes,Yes,155,360,1,1,2,4,3,2,2,7,4,2,5,N
935,2,Graduate,2400,2167,1,No,No,115,360,3,5,5,5,3,5,5,2,2,3,1,Y
936,1,Graduate,4342,189,5,No,No,124,360,1,1,3,3,2,1,1,5,1,2,3,Y
937,3,Not Graduate,3601,1590,1,Yes,Yes,,360,5,3,2,0,0,3,3,0,4,3,1,Y
938,4,Graduate,3166,2985,0,Yes,Yes,132,360,0,3,5,3,3,3,0,1,5,3,1,Y
939,4,Graduate,15000,0,2,No,No,300,360,4,3,5,4,5,0,5,0,2,1,1,Y
940,4,Graduate,8666,4983,4,Yes,Yes,376,360,0,0,3,3,5,5,0,0,3,4,0,N
941,2,Graduate,4917,0,3,No,No,130,360,4,0,2,5,5,4,2,4,3,2,2,Y
942,0,Graduate,5818,2160,1,No,Yes,184,360,2,4,3,0,1,1,3,0,0,5,4,Y
943,3,Graduate,4333,2451,2,Yes,No,110,360,0,5,3,2,4,1,2,4,5,5,3,N
944,1,Graduate,2500,0,4,No,No,67,360,3,2,5,1,2,2,2,1,2,2,1,Y
945,1,Graduate,4384,1793,4,No,No,117,360,2,1,1,4,4,2,3,0,4,0,1,Y
946,0,Graduate,2935,0,1,No,Yes,98,360,3,5,5,5,3,0,0,6,3,1,3,Y
947,2,Graduate,2833,0,5,No,Yes,71,360,2,0,2,3,5,4,0,3,3,1,0,Y
948,0,Graduate,63337,0,4,No,Yes,490,180,1,0,4,1,4,3,2,2,4,3,3,Y
949,0,Graduate,9833,1833,2,No,No,182,180,3,4,0,4,0,4,0,4,1,4,3,Y
950,4,Graduate,5503,4490,4,No,No,70,,3,0,5,0,3,4,0,3,4,5,5,Y
951,0,Graduate,5250,688,3,No,No,160,360,1,1,5,3,2,2,1,2,5,2,3,Y
952,3,Graduate,2500,4600,4,Yes,No,176,360,3,2,1,2,1,2,1,0,0,0,1,Y
953,1,Not Graduate,1830,0,1,Yes,No,,360,0,1,1,1,4,0,1,5,5,0,2,N
954,4,Graduate,4160,0,0,Yes,No,71,360,2,2,5,4,2,4,1,0,3,3,3,Y
955,1,Not Graduate,2647,1587,3,Yes,No,173,360,3,4,0,5,3,5,0,0,0,3,3,N
956,4,Graduate,2378,0,3,Yes,No,46,360,3,0,3,4,4,0,0,0,0,5,3,N
957,3,Not Graduate,4554,1229,0,Yes,No,158,360,0,1,1,3,5,5,4,4,2,4,1,Y
958,3,Not Graduate,3173,0,1,Yes,No,74,360,5,0,0,3,1,0,0,5,5,1,0,Y
959,0,Graduate,2583,2330,2,Yes,Yes,125,360,5,3,2,1,3,2,0,1,2,3,1,Y
960,1,Graduate,2499,2458,5,No,Yes,160,360,5,3,0,1,3,5,5,7,4,5,1,Y
961,0,Not Graduate,3523,3230,3,No,Yes,152,360,0,1,0,3,2,4,0,4,0,4,0,N
962,0,Not Graduate,3083,2168,2,No,No,126,360,5,0,4,3,4,4,3,7,5,2,3,Y
963,1,Graduate,6333,4583,4,No,No,259,360,3,4,5,3,5,2,0,3,1,0,4,Y
964,4,Graduate,2625,6250,1,No,No,187,360,2,1,0,4,0,1,2,1,3,5,1,Y
965,4,Graduate,9083,0,1,No,Yes,228,360,5,2,2,0,1,4,4,2,5,1,4,Y
966,1,Graduate,8750,4167,3,No,No,308,360,3,0,1,1,5,0,5,2,0,1,5,N
967,0,Graduate,2666,2083,1,No,Yes,95,360,4,2,1,0,0,3,0,5,3,4,4,Y
968,2,Graduate,5500,0,4,Yes,Yes,105,360,0,0,0,1,2,4,4,7,4,1,0,N
969,3,Graduate,2423,505,5,No,Yes,130,360,5,2,0,3,2,0,2,3,0,1,4,Y
970,2,Graduate,3813,0,3,No,No,116,180,3,5,2,5,0,1,5,2,4,4,5,Y
971,2,Graduate,8333,3167,5,No,No,165,360,2,2,2,1,3,4,5,0,5,2,5,Y
972,2,Graduate,3875,0,5,No,No,67,360,1,0,5,4,0,0,0,1,5,5,2,N
973,1,Not Graduate,3000,1666,0,Yes,No,100,480,2,0,3,3,3,5,1,1,1,3,4,N
974,3,Graduate,5167,3167,3,Yes,No,200,360,5,0,0,1,4,5,1,6,5,5,5,Y
975,2,Graduate,4723,0,5,Yes,No,81,360,5,1,0,1,5,4,5,7,4,3,4,N
976,2,Graduate,5000,3667,1,Yes,No,236,360,3,4,1,2,5,0,1,3,1,5,3,Y
977,4,Graduate,4750,2333,1,Yes,Yes,130,360,3,3,3,4,5,5,0,3,4,3,1,Y
978,0,Graduate,3013,3033,5,Yes,Yes,95,300,1,1,5,3,5,3,0,6,2,4,4,Y
979,4,Graduate,6822,0,4,Yes,Yes,141,360,1,0,1,3,2,3,1,1,3,4,0,Y
980,3,Not Graduate,6216,0,5,No,No,133,360,1,4,4,2,2,4,4,1,2,2,4,N
981,2,Graduate,2500,0,5,No,Yes,96,480,3,0,5,0,5,2,5,6,0,5,5,N
982,4,Graduate,5124,0,4,No,Yes,124,,2,2,2,1,0,3,2,5,0,5,0,N
983,1,Graduate,6325,0,2,No,Yes,175,360,3,1,5,3,5,0,5,4,0,2,1,Y
984,4,Graduate,19730,5266,0,Yes,Yes,570,360,2,4,2,5,3,1,0,3,2,1,3,N
985,2,Graduate,15759,0,5,Yes,Yes,55,360,1,2,0,1,2,2,0,3,5,3,2,Y
986,1,Graduate,5185,0,1,No,No,155,360,5,1,2,4,0,4,5,6,1,3,5,Y
987,0,Graduate,9323,7873,2,No,No,380,300,5,5,5,5,5,3,0,4,4,1,5,Y
988,0,Graduate,3062,1987,0,No,No,111,180,2,2,3,2,3,3,4,1,3,4,5,N
989,2,Graduate,2764,1459,3,No,Yes,110,360,5,1,5,4,2,3,4,7,5,5,0,Y
990,2,Graduate,4817,923,5,No,Yes,120,180,3,5,1,5,1,1,4,6,2,1,1,Y
991,3,Graduate,8750,4996,5,Yes,No,130,360,4,0,0,2,1,0,5,3,3,0,0,Y
992,4,Graduate,4310,0,0,Yes,Yes,130,360,5,1,3,4,3,5,3,6,1,4,5,Y
993,4,Graduate,3069,0,4,No,Yes,71,480,4,0,5,0,3,5,4,3,3,4,0,N
994,2,Graduate,5391,0,3,No,Yes,130,360,3,3,2,5,5,1,4,7,3,5,3,Y
995,0,Graduate,3333,2500,4,Yes,No,128,360,2,1,1,4,3,0,2,6,1,3,3,Y
996,1,Graduate,5941,4232,0,Yes,No,296,360,3,1,2,5,0,5,4,0,1,2,4,Y
997,3,Graduate,6000,0,0,No,Yes,156,360,0,1,1,4,5,2,5,2,0,0,2,Y
998,1,Graduate,7167,0,5,No,No,128,360,0,1,4,1,2,1,1,2,2,5,3,Y
999,1,Graduate,4566,0,3,Yes,Yes,100,360,5,3,0,3,0,3,3,4,4,0,3,N
1000,1,Graduate,3667,0,0,Yes,Yes,113,180,3,3,5,4,5,2,4,0,3,2,3,Y
1001,0,Not Graduate,2346,1600,3,No,Yes,132,360,3,0,5,0,1,5,1,2,4,5,2,Y
1002,1,Not Graduate,3010,3136,1,No,Yes,,360,2,3,5,2,2,5,2,0,0,0,3,N
1003,2,Graduate,2333,2417,0,No,Yes,136,360,2,5,5,1,3,3,0,0,1,0,0,Y
1004,1,Graduate,5488,0,0,Yes,No,125,360,3,0,4,3,3,2,2,6,1,0,2,Y
1005,1,Graduate,9167,0,0,No,Yes,185,360,4,2,5,5,0,0,4,5,4,0,0,Y
1006,3,Graduate,9504,0,3,Yes,Yes,275,360,1,4,0,0,3,5,2,5,4,0,3,Y
1007,2,Graduate,2583,2115,1,Yes,No,120,360,5,1,1,3,3,0,0,6,1,3,3,Y
1008,1,Not Graduate,1993,1625,3,Yes,Yes,113,180,0,0,1,0,3,5,1,5,5,0,0,Y
1009,0,Graduate,3100,1400,3,No,Yes,113,360,5,0,3,2,5,5,1,4,3,5,2,Y
1010,1,Graduate,3276,484,0,No,No,135,360,1,3,0,4,3,1,4,6,3,0,1,Y
1011,1,Graduate,3180,0,1,No,Yes,71,360,2,0,5,2,4,3,2,4,0,3,3,N
1012,1,Graduate,3033,1459,1,No,No,95,360,4,0,3,1,3,4,4,0,5,3,2,Y
1013,3,Not Graduate,3902,1666,4,Yes,No,109,360,1,3,5,0,1,0,4,1,0,3,3,Y
1014,1,Graduate,1500,1800,0,No,Yes,103,360,0,3,5,3,3,4,4,7,1,2,1,N
1015,4,Not Graduate,2889,0,0,Yes,Yes,45,180,0,2,0,3,2,0,3,7,3,0,1,N
1016,3,Not Graduate,2755,0,3,No,No,65,300,4,2,4,1,2,0,1,1,1,0,1,N
1017,4,Graduate,2500,20000,1,Yes,Yes,103,360,3,3,5,0,5,5,5,7,5,1,0,Y
1018,0,Not Graduate,1963,0,5,No,Yes,53,360,3,2,2,5,0,3,2,6,1,2,4,Y
1019,1,Graduate,7441,0,3,No,No,194,360,2,2,3,2,2,1,0,4,4,0,1,N
1020,3,Graduate,4547,0,3,Yes,No,115,360,2,3,4,4,0,1,3,2,2,0,4,Y
1021,4,Not Graduate,2167,2400,0,Yes,No,115,360,0,2,2,4,5,2,4,1,3,4,4,Y
1022,4,Not Graduate,2213,0,4,No,No,66,360,2,5,3,0,1,0,2,7,2,2,5,Y
1023,2,Graduate,8300,0,4,No,No,152,300,1,2,2,4,3,2,3,0,3,1,5,N
1024,2,Graduate,81000,0,3,Yes,Yes,360,360,1,3,3,3,3,2,2,3,5,0,2,N
1025,2,Not Graduate,3867,0,1,No,No,62,360,2,2,4,3,2,4,4,4,0,0,0,N
1026,0,Graduate,6256,0,2,Yes,No,160,360,1,0,0,2,5,5,3,0,3,5,1,Y
1027,1,Not Graduate,6096,0,1,No,No,218,360,5,4,4,4,3,0,2,5,1,1,5,N
1028,4,Not Graduate,2253,2033,4,No,No,110,360,0,1,1,2,1,5,4,2,3,2,5,Y
1029,1,Not Graduate,2149,3237,3,No,No,178,360,3,2,4,3,4,5,1,0,1,4,5,N
1030,2,Graduate,2995,0,1,No,No,60,360,3,5,2,5,4,4,4,3,0,3,0,Y
1031,2,Graduate,2600,0,5,No,Yes,160,360,2,2,2,5,2,1,4,4,0,1,1,N
1032,3,Graduate,1600,20000,2,No,Yes,239,360,3,2,0,3,5,2,3,2,3,3,1,N
1033,0,Graduate,1025,2773,4,No,No,112,360,3,5,4,5,1,4,1,6,1,5,5,Y
1034,4,Graduate,3246,1417,1,No,No,138,360,4,5,2,3,1,1,5,1,5,3,0,Y
1035,3,Graduate,5829,0,4,No,No,138,360,2,1,5,3,3,5,5,7,3,1,0,Y
1036,4,Not Graduate,2720,0,0,No,Yes,80,,1,5,0,0,1,2,1,6,4,3,5,N
1037,2,Graduate,1820,1719,2,Yes,No,100,360,4,3,0,2,0,1,4,6,4,2,2,Y
1038,4,Graduate,7250,1667,4,No,Yes,110,,3,3,3,1,0,5,1,5,2,0,5,N
1039,2,Graduate,14880,0,0,Yes,Yes,96,360,4,0,5,1,4,2,3,5,2,5,0,Y
1040,2,Graduate,2666,4300,3,Yes,No,121,360,1,4,3,4,1,5,5,0,4,2,4,Y
1041,4,Not Graduate,4606,0,0,Yes,Yes,81,360,2,2,3,1,4,2,1,7,0,2,0,N
1042,4,Graduate,5935,0,4,No,No,133,360,2,2,5,3,3,4,3,4,3,1,0,Y
1043,4,Graduate,2920,16.12000084,5,Yes,No,87,360,0,5,1,3,0,3,4,4,5,1,4,Y
1044,4,Not Graduate,2717,0,4,No,Yes,60,180,4,5,2,2,1,2,0,6,3,4,3,Y
1045,0,Graduate,8624,0,2,No,No,150,360,1,3,4,0,0,5,1,3,1,2,1,Y
1046,0,Graduate,6500,0,5,No,No,105,360,3,4,3,5,0,2,0,6,1,5,1,N
1047,3,Graduate,12876,0,0,Yes,Yes,405,360,2,0,4,4,5,5,4,7,2,0,4,Y
1048,0,Graduate,2425,2340,4,No,No,143,360,3,4,1,1,5,0,0,7,0,2,0,Y
1049,0,Graduate,3750,0,0,No,No,100,360,2,4,3,4,2,3,2,0,5,5,4,Y
1050,3,Graduate,10047,0,0,Yes,Yes,,240,0,0,1,5,5,2,3,7,3,5,2,Y
1051,3,Graduate,1926,1851,1,Yes,No,50,360,4,2,3,0,4,0,0,0,3,1,4,Y
1052,2,Graduate,2213,1125,2,No,Yes,,360,5,3,5,1,5,4,4,2,4,2,2,Y
1053,0,Graduate,10416,0,4,No,No,187,360,0,3,4,2,0,2,0,5,4,5,3,N
1054,2,Not Graduate,7142,0,3,No,No,138,360,3,0,5,3,0,0,3,4,3,0,3,Y
1055,0,Graduate,3660,5064,5,Yes,No,187,360,3,3,3,1,3,4,1,0,1,5,5,Y
1056,2,Graduate,7901,1833,1,Yes,Yes,180,360,5,2,5,2,0,4,2,4,0,1,0,Y
1057,3,Not Graduate,4707,1993,2,Yes,Yes,148,360,2,1,1,4,4,4,5,0,5,2,4,Y
1058,0,Graduate,37719,0,1,No,No,152,360,0,3,1,5,4,0,5,4,1,3,0,Y
1059,3,Graduate,7333,8333,5,No,No,175,300,2,5,1,2,4,2,3,5,3,2,1,Y
1060,3,Graduate,3466,1210,3,No,Yes,130,360,4,0,1,5,0,4,4,6,0,0,0,Y
1061,4,Not Graduate,4652,0,4,No,No,110,360,3,2,5,3,0,4,5,6,2,3,3,Y
1062,2,Graduate,3539,1376,1,Yes,No,55,360,3,1,4,4,0,5,3,2,4,4,0,N
1063,0,Graduate,3340,1710,3,Yes,No,150,360,4,3,4,4,1,1,0,5,0,5,5,N
1064,3,Not Graduate,2769,1542,3,Yes,Yes,190,360,2,2,5,1,4,3,2,6,3,0,0,N
1065,0,Not Graduate,2309,1255,1,No,No,125,360,3,5,4,2,0,3,3,0,2,2,4,N
1066,2,Not Graduate,1958,1456,0,No,No,60,300,0,0,3,5,1,1,2,3,5,2,3,Y
1067,2,Graduate,3948,1733,5,Yes,No,149,360,4,4,4,2,3,3,5,5,2,3,0,N
1068,3,Graduate,2483,2466,2,Yes,No,90,180,5,1,3,5,5,5,3,6,0,4,4,Y
1069,1,Graduate,7085,0,4,Yes,No,84,360,2,2,2,0,1,4,3,0,2,5,2,Y
